,광역시/도,시/군/구,기타관광,레저스포츠,문화관광,쇼핑,자연관광,역사.체험관광,총 관광지 수,인기관광
41,부산광역시,동래구,3.3333333333333335,9.833333333333334,26.166666666666668,16.5,0.25,27.083333333333332,83.16666666666667,5
42,부산광역시,부산진구,4.416666666666667,13.0,37.833333333333336,25.5,3.1666666666666665,27.916666666666668,111.83333333333333,3
43,부산광역시,북구,4.25,9.666666666666666,23.25,9.666666666666666,2.0,13.916666666666666,62.75,3
44,부산광역시,사상구,4.416666666666667,12.916666666666666,19.083333333333332,16.416666666666668,1.5,11.833333333333334,66.16666666666667,3
45,부산광역시,사하구,7.75,14.333333333333334,32.5,20.083333333333332,14.666666666666666,12.0,101.33333333333333,3
46,부산광역시,서구,5.25,3.5833333333333335,19.166666666666668,8.833333333333334,5.916666666666667,13.083333333333334,55.833333333333336,3
47,부산광역시,수영구,3.8333333333333335,9.416666666666666,32.833333333333336,16.75,1.25,14.333333333333334,78.41666666666667,3
48,부산광역시,연제구,0.4166666666666667,7.5,11.583333333333334,8.75,0.0,12.333333333333334,40.583333333333336,5
49,부산광역시,영도구,14.833333333333334,6.0,22.5,4.083333333333333,8.833333333333334,15.166666666666666,71.41666666666667,3
50,부산광역시,중구,2.5,3.4166666666666665,26.0,18.083333333333332,3.25,4.0,57.25,3
51,부산광역시,해운대구,13.416666666666666,41.75,74.33333333333333,24.833333333333332,12.5,35.5,202.33333333333334,3
52,서울특별시,강남구,4.083333333333333,86.58333333333333,252.83333333333334,24.833333333333332,0.0,20.083333333333332,388.4166666666667,3
53,서울특별시,강동구,2.0,25.333333333333332,74.91666666666667,18.083333333333332,0.4166666666666667,14.0,134.75,3
54,서울특별시,강북구,4.916666666666667,14.583333333333334,36.5,21.083333333333332,2.9166666666666665,17.75,97.75,3
55,서울특별시,강서구,5.416666666666667,41.916666666666664,107.66666666666667,16.5,0.6666666666666666,18.5,190.66666666666666,3
56,서울특별시,관악구,1.25,20.583333333333332,50.333333333333336,23.666666666666668,6.416666666666667,24.166666666666668,126.41666666666667,3
57,서울특별시,광진구,6.583333333333333,22.666666666666668,62.666666666666664,20.5,4.0,8.583333333333334,125.0,3
58,서울특별시,구로구,1.25,12.083333333333334,46.0,16.0,2.0,10.666666666666666,88.0,3
59,서울특별시,금천구,1.1666666666666667,9.583333333333334,39.666666666666664,16.75,2.9166666666666665,6.333333333333333,76.41666666666667,3
60,서울특별시,노원구,8.5,28.583333333333332,87.66666666666667,15.083333333333334,5.833333333333333,28.416666666666668,174.08333333333334,3
61,서울특별시,도봉구,1.25,13.75,48.75,11.083333333333334,2.25,19.083333333333332,96.16666666666667,3
62,서울특별시,동대문구,3.75,22.75,38.25,29.0,2.0833333333333335,10.333333333333334,106.16666666666667,3
63,서울특별시,동작구,1.1666666666666667,6.916666666666667,47.25,13.583333333333334,1.9166666666666667,17.083333333333332,87.91666666666667,3
64,서울특별시,마포구,7.583333333333333,51.25,160.58333333333334,15.25,2.75,16.583333333333332,254.0,3
65,서울특별시,서대문구,1.8333333333333333,14.25,71.0,11.166666666666666,2.0833333333333335,17.083333333333332,117.41666666666667,3
66,서울특별시,서초구,7.416666666666667,58.25,144.91666666666666,19.333333333333332,8.666666666666666,35.5,274.0833333333333,3
67,서울특별시,성동구,1.0,17.583333333333332,73.0,26.416666666666668,1.0833333333333333,9.75,128.83333333333334,3
68,서울특별시,성북구,2.1666666666666665,11.75,57.5,14.25,2.25,52.083333333333336,140.0,3
69,서울특별시,송파구,6.583333333333333,58.5,137.0,39.333333333333336,2.1666666666666665,20.916666666666668,264.5,3
70,서울특별시,양천구,0.08333333333333333,27.333333333333332,57.166666666666664,16.333333333333332,0.5,7.583333333333333,109.0,3
71,서울특별시,영등포구,15.5,34.833333333333336,86.66666666666667,27.75,3.0,5.166666666666667,172.91666666666666,3
72,서울특별시,용산구,6.916666666666667,18.166666666666668,109.25,15.416666666666666,2.0,9.5,161.25,3
73,서울특별시,은평구,4.166666666666667,18.166666666666668,39.583333333333336,15.666666666666666,3.4166666666666665,24.5,105.5,3
74,서울특별시,종로구,24.083333333333332,14.833333333333334,357.25,27.916666666666668,4.5,77.83333333333333,506.4166666666667,3
75,서울특별시,중구,6.083333333333333,7.0,119.91666666666667,59.75,1.0,21.25,215.0,3
76,서울특별시,중랑구,2.9166666666666665,13.0,46.083333333333336,14.416666666666666,1.6666666666666667,11.5,89.58333333333333,3
77,울산광역시,남구,15.25,19.583333333333332,77.08333333333333,22.666666666666668,20.333333333333332,11.25,166.16666666666666,3
78,울산광역시,동구,5.333333333333333,4.166666666666667,23.25,10.833333333333334,15.0,8.916666666666666,67.5,3
79,울산광역시,북구,4.75,15.333333333333334,37.166666666666664,11.75,19.75,27.333333333333332,116.08333333333333,3
80,울산광역시,울주군,19.333333333333332,29.583333333333332,53.166666666666664,10.166666666666666,59.833333333333336,95.83333333333333,267.9166666666667,5
81,울산광역시,중구,2.1666666666666665,7.75,47.833333333333336,18.583333333333332,1.5,20.416666666666668,98.25,3
82,인천광역시,강화군,41.833333333333336,52.583333333333336,42.25,16.5,59.083333333333336,83.16666666666667,295.4166666666667,5
83,인천광역시,계양구,7.416666666666667,20.333333333333332,53.083333333333336,7.083333333333333,5.666666666666667,14.333333333333334,107.91666666666667,3
84,인천광역시,남동구,0.5,37.75,88.5,31.333333333333332,9.666666666666666,18.416666666666668,186.16666666666666,3
85,인천광역시,동구,0.4166666666666667,3.8333333333333335,14.583333333333334,5.583333333333333,2.0,1.75,28.166666666666668,3
86,인천광역시,미추홀구,2.25,17.25,62.166666666666664,26.25,4.833333333333333,14.916666666666666,127.66666666666667,3
87,인천광역시,부평구,1.6666666666666667,17.583333333333332,55.166666666666664,22.083333333333332,0.3333333333333333,13.166666666666666,110.0,3
88,인천광역시,서구,13.333333333333334,63.916666666666664,125.25,21.083333333333332,11.5,13.25,248.33333333333334,3
89,인천광역시,연수구,7.083333333333333,46.166666666666664,117.08333333333333,18.916666666666668,6.833333333333333,17.916666666666668,214.0,3
90,인천광역시,옹진군,22.5,15.583333333333334,5.416666666666667,2.0,45.083333333333336,4.75,95.33333333333333,6
91,인천광역시,중구,33.833333333333336,54.5,91.25,30.666666666666668,48.083333333333336,20.333333333333332,278.6666666666667,3
